deployment_id,facility_id,department,sanctioned_positions,actual_headcount
9501,26,Finance,17,71
9502,2,Support,15,101
9503,3,Finance,73,106
9504,48,Finance,15,107
9505,28,HR,78,30
9506,29,HR,123,47
9507,40,IT,46,60
9508,5,Finance,112,32
9509,49,IT,119,108
9510,5,IT,15,128
9511,33,Finance,144,99
9512,23,Support,39,110
9513,15,Finance,82,17
9514,47,Sales,83,116
9515,47,Finance,61,25
9516,7,Sales,142,94
9517,37,Sales,40,36
9518,31,IT,110,133
9519,5,Finance,20,129
9520,34,Support,102,116
9521,20,Sales,138,94
9522,16,IT,96,143
9523,3,Sales,132,111
9524,28,HR,62,41
9525,11,Operations,129,129
9526,11,Operations,115,26
9527,50,Sales,47,74
9528,15,Operations,66,54
9529,14,Finance,130,35
9530,45,IT,128,113
9531,49,Operations,99,34
9532,19,HR,119,140
9533,15,Sales,97,83
9534,35,Operations,17,122
9535,44,Sales,71,87
9536,41,IT,64,91
9537,8,HR,94,64
9538,14,Finance,116,118
9539,39,HR,110,103
9540,50,HR,117,143
9541,7,Sales,75,40
9542,31,Finance,98,142
9543,27,Operations,21,75
9544,42,Operations,20,142
9545,19,HR,15,17
9546,3,HR,42,16
9547,35,Finance,44,89
9548,25,HR,130,35
9549,40,Sales,26,128
9550,35,Support,137,124
9551,45,IT,35,119
9552,17,Finance,44,132
9553,8,Support,139,93
9554,30,Support,146,28
9555,12,Operations,90,20
9556,4,IT,92,82
9557,19,Support,118,118
9558,31,Sales,137,102
9559,26,HR,107,142
9560,5,HR,52,127
9561,6,HR,91,65
9562,46,Finance,132,113
9563,38,HR,22,61
9564,9,Support,138,35
9565,14,Operations,130,36
9566,28,Operations,70,79
9567,29,Operations,38,77
9568,29,Support,104,63
9569,24,Operations,107,100
9570,3,IT,143,72
9571,44,Support,96,12
9572,39,Support,89,147
9573,9,HR,134,127
9574,3,HR,16,40
9575,38,Operations,81,58
9576,50,IT,106,34
9577,1,HR,22,63
9578,38,IT,138,83
9579,22,Operations,27,119
9580,37,Support,93,109
9581,20,Sales,56,29
9582,25,HR,142,95
9583,44,Sales,20,127
9584,30,Finance,11,27
9585,13,Operations,117,91
9586,49,Sales,102,73
9587,15,IT,48,39
9588,23,HR,111,119
9589,28,Operations,148,110
9590,7,IT,48,125
9591,25,IT,130,70
9592,16,Support,72,108
9593,34,Support,14,33
9594,4,Finance,116,76
9595,19,Support,32,22
9596,47,Support,41,44
9597,24,Sales,18,110
9598,20,Finance,47,68
9599,25,HR,41,119
9600,36,Finance,122,97
9601,47,Support,143,136
9602,8,Finance,128,149
9603,46,Operations,143,78
9604,27,Finance,27,77
9605,36,Operations,117,120
9606,44,Finance,56,15
9607,43,Finance,29,74
9608,4,Finance,96,128
9609,50,Support,124,46
9610,20,Support,45,125
9611,7,HR,18,140
9612,49,IT,87,124
9613,11,Finance,106,81
9614,20,Finance,63,100
9615,44,HR,71,75
9616,40,HR,38,57
9617,44,Finance,105,148
9618,43,IT,47,130
9619,40,Sales,146,77
9620,50,HR,12,39
9621,12,Finance,99,148
9622,44,Sales,49,120
9623,10,Finance,71,43
9624,40,Sales,134,27
9625,22,Support,136,120
9626,4,Sales,97,144
9627,43,Finance,52,12
9628,37,Finance,97,32
9629,38,Operations,68,85
9630,41,Finance,143,131
9631,45,IT,80,126
9632,9,IT,110,51
9633,23,Sales,99,110
9634,22,Sales,134,76
9635,8,Finance,73,109
9636,27,Operations,145,112
9637,3,IT,90,114
9638,40,Sales,25,130
9639,40,Operations,13,148
9640,30,HR,32,129
9641,5,IT,93,77
9642,7,Support,45,134
9643,10,HR,109,26
9644,50,Finance,131,72
9645,40,Finance,123,47
9646,42,HR,103,124
9647,10,IT,15,56
9648,41,Sales,115,106
9649,9,HR,127,61
9650,30,IT,59,119
9651,26,Support,44,46
9652,28,Operations,149,30
9653,13,Operations,101,148
9654,17,HR,125,25
9655,17,Support,85,17
9656,1,Finance,49,74
9657,25,Finance,59,97
9658,30,Operations,146,74
9659,31,IT,101,67
9660,11,Sales,11,103
9661,40,IT,30,88
9662,1,Support,11,100
9663,13,Operations,89,87
9664,19,Operations,15,55
9665,4,Finance,106,110
9666,26,IT,127,112
9667,32,Finance,43,53
9668,35,IT,108,36
9669,8,Operations,16,14
9670,22,Support,141,127
9671,6,Operations,42,113
9672,27,Sales,146,66
9673,37,Sales,122,9
9674,26,HR,49,65
9675,39,Sales,137,50
9676,22,Sales,44,109
9677,23,Operations,52,43
9678,19,Sales,48,67
9679,41,HR,22,57
9680,24,Finance,62,15
9681,1,IT,107,113
9682,22,HR,38,89
9683,8,Operations,78,50
9684,30,Support,22,51
9685,36,Operations,101,69
9686,10,Finance,102,74
9687,47,Operations,27,148
9688,48,Finance,48,41
9689,9,Sales,92,138
9690,3,Support,66,99
9691,21,HR,141,114
9692,3,Finance,99,81
9693,38,Finance,48,144
9694,48,Support,98,14
9695,26,Sales,57,144
9696,19,HR,109,47
9697,3,HR,130,61
9698,14,IT,107,134
9699,33,IT,85,61
9700,39,Finance,31,136
9701,2,Support,71,116
9702,34,Support,46,131
9703,31,Finance,30,66
9704,17,Finance,125,92
9705,16,HR,105,123
9706,48,Sales,86,93
9707,23,Sales,42,55
9708,33,Finance,92,47
9709,49,Finance,18,56
9710,49,Sales,137,141
9711,1,HR,88,24
9712,15,Sales,92,92
9713,25,Operations,59,20
9714,49,Support,35,33
9715,20,HR,121,19
9716,30,IT,135,112
9717,39,Sales,23,27
9718,19,Finance,55,70
9719,37,Sales,48,113
9720,41,Finance,51,55
9721,22,HR,110,35
9722,38,Finance,54,106
9723,10,Finance,60,129
9724,25,Support,38,120
9725,27,IT,17,122
9726,49,Support,120,35
9727,11,Sales,98,95
9728,11,Finance,62,104
9729,46,Operations,102,93
9730,46,Support,81,60
9731,22,HR,119,102
9732,49,Sales,58,143
9733,28,IT,141,71
9734,38,Support,94,29
9735,16,Finance,38,62
9736,45,Finance,104,132
9737,20,Finance,49,117
9738,13,HR,12,79
9739,8,Finance,57,131
9740,14,Support,109,39
9741,22,Sales,32,66
9742,10,Sales,121,100
9743,11,Finance,79,90
9744,5,IT,101,46
9745,45,Support,44,94
9746,26,HR,75,43
9747,47,Sales,131,68
9748,16,Finance,119,63
9749,16,Operations,65,93
9750,8,Operations,106,103
9751,35,Sales,128,117
9752,17,Sales,19,87
9753,25,HR,125,55
9754,50,Operations,115,100
9755,8,Finance,30,122
9756,5,Support,21,141
9757,12,Support,108,13
9758,22,IT,38,114
9759,34,Operations,144,102
9760,42,Finance,19,24
9761,21,Support,122,11
9762,6,Operations,91,25
9763,28,Finance,57,8
9764,13,IT,50,83
9765,25,Sales,49,131
9766,37,IT,74,133
9767,24,HR,39,79
9768,15,Sales,136,86
9769,5,HR,72,137
9770,32,Sales,105,98
9771,4,Operations,149,15
9772,41,HR,91,136
9773,49,Sales,98,138
9774,48,IT,78,146
9775,15,Operations,59,102
9776,23,Support,43,100
9777,4,IT,15,130
9778,36,HR,139,59
9779,32,Support,17,95
9780,31,Finance,22,61
9781,2,HR,112,34
9782,35,IT,114,34
9783,12,Sales,41,135
9784,42,Support,139,68
9785,15,IT,115,106
9786,10,Sales,124,58
9787,24,Finance,119,17
9788,1,Operations,44,53
9789,40,HR,16,121
9790,39,Support,82,88
9791,24,IT,59,134
9792,35,Sales,77,146
9793,33,IT,108,145
9794,16,HR,97,94
9795,4,IT,26,124
9796,42,Sales,68,45
9797,4,Support,55,43
9798,18,Sales,132,80
9799,30,IT,52,135
9800,26,HR,142,105
9801,18,Support,49,114
9802,37,Finance,115,75
9803,4,Operations,24,8
9804,42,Sales,133,100
9805,47,Finance,143,22
9806,18,Finance,144,136
9807,1,Support,16,66
9808,12,HR,113,139
9809,29,Finance,132,143
9810,4,HR,108,68
9811,8,IT,38,111
9812,33,Finance,123,20
9813,30,Operations,62,110
9814,27,IT,27,121
9815,40,Operations,60,41
9816,10,Finance,53,94
9817,13,Finance,132,78
9818,41,Support,106,128
9819,19,IT,30,67
9820,7,Finance,107,78
9821,11,Operations,123,60
9822,18,IT,146,79
9823,9,Finance,40,72
9824,17,HR,80,132
9825,20,Support,69,68
9826,35,Operations,103,137
9827,48,Support,99,34
9828,14,Support,124,78
9829,40,Support,20,99
9830,17,Finance,115,24
9831,22,Sales,64,8
9832,43,Sales,35,141
9833,24,IT,16,98
9834,7,Operations,106,111
9835,27,Support,29,137
9836,5,Support,128,44
9837,8,Finance,91,123
9838,19,Operations,42,90
9839,6,Operations,78,38
9840,10,Finance,105,13
9841,37,Sales,95,11
9842,21,Operations,76,37
9843,18,IT,53,107
9844,25,Finance,120,50
9845,38,HR,75,114
9846,46,Support,86,145
9847,38,Operations,141,106
9848,7,Support,87,44
9849,48,HR,51,38
9850,5,Operations,87,25
9851,28,Operations,101,136
9852,49,IT,75,68
9853,39,IT,142,17
9854,16,Finance,82,23
9855,17,IT,135,96
9856,10,Operations,14,64
9857,5,Operations,51,142
9858,41,Sales,92,24
9859,44,Finance,143,131
9860,46,Support,141,141
9861,29,Finance,119,30
9862,35,HR,14,68
9863,46,HR,99,85
9864,29,HR,47,103
9865,45,IT,47,120
9866,2,Operations,23,115
9867,24,IT,24,125
9868,4,IT,114,99
9869,48,HR,83,32
9870,19,HR,74,38
9871,23,HR,99,96
9872,39,IT,19,47
9873,25,Operations,15,114
9874,9,Sales,138,127
9875,41,Operations,84,141
9876,4,IT,148,106
9877,24,HR,125,86
9878,38,Support,36,143
9879,28,Finance,134,95
9880,26,Support,144,46
9881,32,Operations,93,73
9882,31,Sales,137,136
9883,2,Finance,141,84
9884,18,IT,115,132
9885,27,HR,40,50
9886,26,HR,120,92
9887,45,Finance,135,64
9888,23,Support,67,94
9889,1,Operations,22,50
9890,14,Finance,74,108
9891,16,HR,17,89
9892,26,Finance,121,47
9893,6,IT,130,113
9894,38,IT,133,142
9895,39,Operations,29,75
9896,34,Sales,90,27
9897,9,HR,37,73
9898,40,HR,24,127
9899,19,Finance,115,117
9900,11,IT,82,69
9901,11,HR,123,130
9902,47,IT,118,62
9903,21,Support,76,47
9904,35,Operations,85,32
9905,5,Support,61,58
9906,43,Finance,85,39
9907,2,Sales,35,147
9908,48,HR,122,30
9909,48,Sales,57,61
9910,28,IT,64,138
9911,28,Sales,133,85
9912,20,Sales,102,93
9913,48,Operations,139,33
9914,21,Support,101,95
9915,8,Operations,105,35
9916,29,HR,16,67
9917,47,Finance,17,79
9918,19,HR,149,137
9919,25,Support,85,90
9920,47,Operations,138,58
9921,10,Operations,77,40
9922,10,Operations,58,65
9923,44,Operations,21,88
9924,35,Sales,114,30
9925,5,HR,62,111
9926,40,Operations,131,45
9927,15,Operations,49,58
9928,30,Finance,82,100
9929,16,Operations,126,64
9930,17,Sales,144,24
9931,11,Sales,134,44
9932,48,HR,100,82
9933,13,Finance,49,103
9934,26,Finance,14,91
9935,1,HR,12,15
9936,26,IT,61,11
9937,36,Sales,112,111
9938,49,IT,78,142
9939,6,Sales,12,117
9940,10,IT,117,96
9941,36,Support,53,141
9942,33,IT,112,88
9943,9,Finance,60,11
9944,46,HR,24,114
9945,37,HR,120,120
9946,15,Operations,22,107
9947,15,Support,43,113
9948,44,Sales,99,138
9949,33,IT,99,34
9950,34,Support,54,111
9951,28,HR,14,9
9952,46,Support,124,8
9953,32,Sales,108,49
9954,13,Sales,12,66
9955,14,IT,24,121
9956,11,HR,87,119
9957,18,Operations,20,133
9958,13,IT,96,10
9959,16,Finance,87,42
9960,33,Sales,16,95
9961,48,Finance,107,75
9962,45,Operations,121,27
9963,33,Sales,92,141
9964,43,Finance,57,64
9965,8,Operations,11,133
9966,25,HR,116,88
9967,42,IT,26,89
9968,14,Sales,94,113
9969,40,Operations,11,135
9970,50,HR,30,110
9971,7,Sales,104,129
9972,47,HR,72,86
9973,15,Support,149,89
9974,48,Support,51,108
9975,41,Operations,34,33
9976,35,Finance,132,56
9977,33,IT,84,149
9978,33,Sales,82,136
9979,28,Operations,147,99
9980,22,HR,12,134
9981,41,HR,26,142
9982,13,IT,22,45
9983,40,Support,64,90
9984,10,HR,99,94
9985,6,HR,130,69
9986,44,Support,28,78
9987,31,Finance,33,137
9988,35,Support,63,126
9989,46,IT,127,134
9990,42,Operations,46,54
9991,16,HR,113,128
9992,15,HR,108,111
9993,44,Operations,83,8
9994,23,Finance,17,149
9995,30,Sales,82,134
9996,32,IT,59,69
9997,49,IT,20,41
9998,1,Sales,81,52
9999,40,IT,87,116
10000,19,Sales,21,61
10001,40,Finance,137,143
10002,17,Operations,114,67
10003,46,Finance,42,86
10004,17,Finance,85,8
10005,43,HR,23,59
10006,10,Sales,21,88
10007,41,Finance,103,17
10008,15,IT,110,99
10009,16,IT,126,78
10010,4,Sales,31,77
10011,17,IT,93,35
10012,40,Sales,35,103
10013,45,IT,113,10
10014,5,IT,43,47
10015,3,Finance,25,49
10016,43,HR,124,101
10017,13,Sales,29,68
10018,37,Operations,48,28
10019,8,Sales,12,94
10020,7,Operations,131,23
10021,37,Operations,119,19
10022,29,Support,12,144
10023,22,IT,109,105
10024,47,IT,144,145
10025,40,Finance,104,106
10026,28,HR,85,35
10027,49,Operations,101,87
10028,46,Sales,111,60
10029,38,HR,114,100
10030,25,Support,57,115
10031,15,Operations,104,102
10032,19,Finance,74,130
10033,26,Operations,135,125
10034,22,HR,21,30
10035,7,HR,132,114
10036,15,Operations,40,113
10037,19,HR,61,83
10038,50,Finance,11,13
10039,35,IT,37,125
10040,30,Sales,67,83
10041,25,Operations,99,21
10042,34,HR,17,29
10043,11,HR,113,28
10044,22,Support,121,90
10045,28,Finance,133,43
10046,41,Support,88,54
10047,32,Support,42,49
10048,43,Operations,130,132
10049,23,IT,56,94
10050,19,Support,107,56
10051,15,Support,110,58
10052,14,Support,41,122
10053,13,Finance,149,102
10054,24,IT,78,60
10055,6,HR,97,93
10056,34,Operations,106,145
10057,31,Sales,33,12
10058,4,Support,124,39
10059,46,Sales,114,35
10060,43,Operations,27,106
10061,8,Sales,132,80
10062,30,Support,117,77
10063,48,Operations,44,114
10064,46,IT,123,52
10065,5,IT,35,147
10066,42,Finance,139,126
10067,31,Support,76,78
10068,8,Finance,80,70
10069,26,Finance,72,65
10070,13,HR,43,141
10071,46,Sales,73,24
10072,34,Support,120,30
10073,46,Operations,110,86
10074,16,Support,94,139
10075,48,IT,52,120
10076,40,Sales,115,83
10077,20,IT,47,35
10078,35,HR,103,53
10079,22,IT,33,69
10080,40,Support,39,61
10081,35,IT,74,115
10082,8,Sales,88,17
10083,35,Operations,25,131
10084,46,Support,94,107
10085,7,Support,23,109
10086,34,Operations,27,130
10087,50,Sales,34,77
10088,4,Sales,16,134
10089,6,Finance,94,111
10090,49,Sales,78,129
10091,49,HR,147,71
10092,44,IT,68,40
10093,26,Sales,59,51
10094,22,IT,122,149
10095,16,HR,138,105
10096,22,Operations,104,23
10097,27,Finance,126,33
10098,2,Finance,132,90
10099,18,Finance,70,63
10100,14,Operations,87,25
10101,36,IT,55,19
10102,44,IT,115,52
10103,38,Support,138,51
10104,21,Finance,72,126
10105,20,Operations,121,78
10106,23,Operations,128,62
10107,41,Support,146,70
10108,45,Support,34,72
10109,49,Support,59,53
10110,22,IT,50,101
10111,46,HR,46,122
10112,15,Sales,88,97
10113,6,HR,85,44
10114,43,Support,100,13
10115,46,HR,73,48
10116,3,HR,64,16
10117,27,Finance,15,112
10118,14,Sales,77,130
10119,16,Finance,127,93
10120,27,IT,40,19
10121,44,HR,117,74
10122,41,Operations,85,58
10123,32,Finance,23,107
10124,19,Support,51,46
10125,24,HR,94,96
10126,49,Operations,116,144
10127,15,Finance,49,114
10128,26,Finance,137,41
10129,43,Finance,147,99
10130,9,Sales,19,126
10131,20,IT,74,113
10132,16,Operations,107,111
10133,50,HR,49,55
10134,41,Support,102,60
10135,6,Support,90,142
10136,32,HR,65,145
10137,30,HR,89,141
10138,24,HR,147,42
10139,39,IT,25,118
10140,34,Operations,90,44
10141,25,Sales,95,113
10142,21,IT,59,52
10143,36,Finance,68,106
10144,1,HR,81,40
10145,13,Sales,117,79
10146,8,HR,65,122
10147,37,IT,59,99
10148,29,Operations,137,99
10149,7,Support,47,100
10150,1,Support,36,73
10151,30,Support,105,106
10152,44,Sales,27,122
10153,30,HR,46,78
10154,27,Operations,22,74
10155,16,Finance,114,103
10156,47,Operations,103,100
10157,33,Operations,134,120
10158,43,Sales,116,93
10159,3,Operations,111,83
10160,7,Finance,54,37
10161,14,Finance,118,144
10162,35,Finance,78,43
10163,14,HR,41,135
10164,33,Sales,88,149
10165,13,Support,26,132
10166,1,HR,118,130
10167,25,IT,103,108
10168,48,HR,109,128
10169,10,IT,102,124
10170,15,Sales,92,134
10171,33,Sales,68,48
10172,20,IT,23,85
10173,33,HR,15,89
10174,29,IT,131,23
10175,49,Finance,143,43
10176,44,Sales,139,62
10177,39,Finance,124,93
10178,38,Finance,98,93
10179,5,Finance,50,49
10180,37,Operations,69,124
10181,1,IT,134,106
10182,23,Finance,123,54
10183,33,Operations,144,92
10184,7,IT,115,80
10185,32,Support,33,58
10186,14,Sales,147,71
10187,39,Sales,141,117
10188,10,HR,122,54
10189,29,Sales,116,48
10190,45,Operations,39,39
10191,5,IT,83,28
10192,10,HR,85,93
10193,33,Support,71,76
10194,50,HR,123,117
10195,25,Sales,133,107
10196,36,HR,138,58
10197,10,Operations,16,13
10198,1,IT,134,89
10199,36,IT,111,131
10200,28,Sales,136,29
10201,24,Support,46,113
10202,7,HR,55,147
10203,13,Support,39,48
10204,18,IT,130,14
10205,42,IT,123,112
10206,27,Support,29,45
10207,29,IT,128,37
10208,25,Finance,75,69
10209,4,Finance,82,111
10210,46,Finance,92,39
10211,24,HR,69,70
10212,38,Support,50,32
10213,28,IT,134,45
10214,28,IT,116,124
10215,12,HR,79,116
10216,2,Operations,137,56
10217,42,Operations,107,109
10218,11,Sales,132,142
10219,32,Finance,112,71
10220,36,Sales,127,79
10221,21,Support,54,99
10222,23,IT,110,107
10223,15,Finance,78,76
10224,17,IT,133,45
10225,44,Sales,63,108
10226,20,IT,140,41
10227,14,HR,105,35
10228,7,HR,90,19
10229,9,IT,125,37
10230,13,HR,107,89
10231,21,Operations,87,87
10232,26,HR,140,51
10233,1,Sales,137,55
10234,9,IT,37,19
10235,49,Finance,41,12
10236,36,IT,120,116
10237,46,Sales,87,137
10238,7,HR,130,58
10239,45,Finance,92,50
10240,15,Finance,98,116
10241,7,Operations,107,90
10242,8,Finance,87,110
10243,24,HR,100,84
10244,30,Support,125,21
10245,14,Sales,49,28
10246,15,IT,24,14
10247,20,Sales,107,93
10248,48,Operations,143,92
10249,49,Finance,34,136
10250,42,Operations,15,79
10251,33,Operations,76,134
10252,49,Sales,36,40
10253,21,HR,83,59
10254,3,Operations,14,31
10255,42,IT,70,138
10256,9,Sales,140,89
10257,10,Operations,79,98
10258,21,Support,79,38
10259,9,Sales,104,88
10260,28,Finance,87,116
10261,46,IT,65,75
10262,24,HR,30,136
10263,6,HR,147,93
10264,30,IT,11,94
10265,46,Support,87,47
10266,14,Operations,46,120
10267,6,HR,14,44
10268,31,Support,38,76
10269,50,Sales,95,137
10270,41,IT,39,126
10271,36,Support,62,71
10272,50,Sales,91,87
10273,13,IT,70,91
10274,6,HR,125,19
10275,24,Support,22,70
10276,13,Support,144,11
10277,37,Finance,114,113
10278,47,HR,69,21
10279,30,Finance,126,27
10280,25,Finance,13,36
10281,18,Sales,61,149
10282,50,Support,69,129
10283,24,Sales,97,28
10284,27,Support,13,63
10285,28,Sales,26,41
10286,46,HR,76,22
10287,24,HR,132,96
10288,35,Finance,60,86
10289,38,Sales,110,35
10290,14,Operations,27,84
10291,20,Sales,140,138
10292,12,Support,94,88
10293,19,Support,83,41
10294,33,Operations,22,46
10295,3,Operations,85,81
10296,11,HR,94,20
10297,17,Sales,126,116
10298,15,Sales,110,27
10299,19,Support,115,35
10300,46,Operations,44,118
10301,10,IT,59,128
10302,10,Support,110,72
10303,39,IT,45,74
10304,16,Operations,145,39
10305,50,Operations,62,12
10306,11,Operations,21,100
10307,50,IT,111,41
10308,9,IT,109,142
10309,32,Sales,18,29
10310,28,Operations,113,109
10311,34,Finance,79,97
10312,23,Support,64,32
10313,12,HR,73,72
10314,40,Finance,23,115
10315,41,IT,52,106
10316,46,Operations,90,63
10317,39,Operations,51,57
10318,50,HR,143,13
10319,35,Sales,34,91
10320,34,Support,35,148
10321,34,Finance,113,27
10322,24,IT,23,128
10323,41,Operations,30,103
10324,11,HR,124,35
10325,5,Operations,107,109
10326,20,Support,127,11
10327,28,Support,24,90
10328,21,Operations,131,15
10329,27,IT,139,76
10330,50,Support,71,63
10331,16,Sales,62,21
10332,12,HR,64,103
10333,31,Support,126,70
10334,40,HR,16,127
10335,32,HR,137,38
10336,13,Support,145,74
10337,36,Support,144,23
10338,47,Support,126,32
10339,26,IT,73,56
10340,5,Support,72,24
10341,5,IT,38,126
10342,23,Sales,35,18
10343,1,IT,47,114
10344,46,Sales,127,45
10345,1,Operations,48,69
10346,31,HR,143,19
10347,16,IT,137,88
10348,42,Operations,119,33
10349,50,Sales,74,9
10350,3,IT,135,26
10351,19,HR,40,36
10352,44,Finance,42,118
10353,31,Sales,42,79
10354,3,Operations,101,83
10355,25,IT,45,133
10356,49,IT,68,105
10357,48,Sales,93,37
10358,14,HR,107,102
10359,16,Operations,49,114
10360,21,IT,37,103
10361,16,Finance,68,21
10362,32,Finance,110,134
10363,31,HR,22,149
10364,43,Operations,126,109
10365,38,Support,10,10
10366,44,Finance,53,147
10367,19,Sales,133,98
10368,33,Sales,33,15
10369,16,Operations,50,126
10370,9,Operations,69,22
10371,42,Sales,25,131
10372,19,HR,91,56
10373,28,Operations,135,23
10374,8,HR,119,122
10375,28,Sales,51,100
10376,34,Support,90,57
10377,37,IT,30,81
10378,32,Finance,38,100
10379,16,Finance,86,130
10380,37,IT,75,41
10381,20,Sales,145,95
10382,16,Sales,63,49
10383,35,Sales,130,78
10384,49,Operations,41,58
10385,29,HR,83,58
10386,20,HR,94,31
10387,7,HR,89,91
10388,43,IT,133,12
10389,4,Support,138,89
10390,45,Support,96,97
10391,24,IT,25,123
10392,17,IT,34,20
10393,18,Sales,93,101
10394,26,Sales,111,12
10395,2,Support,78,93
10396,44,IT,48,90
10397,44,HR,98,137
10398,12,Operations,93,121
10399,34,Finance,19,79
10400,15,HR,109,144
10401,14,Operations,106,101
10402,2,Sales,35,148
10403,2,Support,36,81
10404,30,Finance,35,18
10405,10,HR,102,21
10406,44,IT,141,40
10407,25,Operations,65,20
10408,34,Finance,147,119
10409,34,HR,72,67
10410,43,Sales,52,31
10411,48,Operations,99,53
10412,32,IT,61,58
10413,37,IT,107,147
10414,40,IT,51,101
10415,45,Sales,27,77
10416,48,HR,60,38
10417,41,Operations,46,96
10418,33,Sales,40,102
10419,34,Support,73,135
10420,43,Sales,20,98
10421,45,Operations,37,8
10422,33,Operations,81,61
10423,14,HR,44,71
10424,6,Operations,122,82
10425,27,Support,93,86
10426,42,Support,30,67
10427,48,IT,144,15
10428,16,IT,52,38
10429,32,HR,56,105
10430,47,Finance,35,139
10431,11,HR,126,20
10432,16,HR,92,82
10433,31,Sales,103,117
10434,49,Sales,144,30
10435,19,Operations,66,104
10436,2,Sales,60,141
10437,36,Support,49,16
10438,22,HR,30,126
10439,5,Finance,145,82
10440,47,HR,53,16
10441,47,IT,43,17
10442,23,Sales,82,16
10443,42,IT,70,61
10444,30,HR,135,62
10445,47,Sales,133,86
10446,7,Support,51,92
10447,16,Operations,76,65
10448,44,Support,110,95
10449,40,Finance,116,30
10450,1,Operations,101,62
10451,35,IT,63,9
10452,25,Finance,141,89
10453,47,Sales,62,33
10454,30,HR,38,137
10455,26,Support,89,125
10456,37,HR,144,122
10457,46,Finance,26,11
10458,13,IT,95,129
10459,39,Operations,10,80
10460,33,IT,79,81
10461,37,Sales,61,129
10462,21,Sales,131,137
10463,50,Finance,54,11
10464,21,Operations,13,71
10465,14,Support,25,20
10466,39,Support,118,11
10467,19,HR,148,17
10468,13,Sales,123,127
10469,38,HR,64,105
10470,42,Operations,27,141
10471,14,IT,79,45
10472,24,Operations,105,111
10473,33,Finance,14,112
10474,16,Finance,49,89
10475,50,Support,122,25
10476,24,Finance,64,85
10477,2,Sales,33,119
10478,10,Support,36,114
10479,4,Sales,110,142
10480,40,Support,52,143
10481,40,IT,67,93
10482,5,Support,89,74
10483,47,IT,85,30
10484,29,HR,29,112
10485,12,Support,128,21
10486,46,Sales,42,72
10487,48,Finance,88,145
10488,50,Support,114,15
10489,4,Operations,126,100
10490,15,HR,85,70
10491,12,Finance,12,25
10492,4,IT,35,110
10493,30,IT,65,46
10494,50,Sales,11,81
10495,44,Finance,26,87
10496,7,Sales,145,120
10497,26,Finance,50,78
10498,44,Support,30,132
10499,8,IT,67,31
10500,20,Finance,33,114
10501,30,Operations,137,88
10502,39,Operations,58,103
10503,20,Support,11,98
10504,46,Operations,83,78
10505,20,HR,31,95
10506,28,Sales,61,70
10507,13,IT,117,137
10508,31,Operations,131,93
10509,10,Sales,34,119
10510,5,Support,129,57
10511,32,Sales,34,128
10512,2,Finance,19,130
10513,5,HR,87,15
10514,45,IT,106,87
10515,19,Operations,149,103
10516,36,Operations,136,44
10517,24,Finance,79,21
10518,26,HR,84,61
10519,20,IT,107,113
10520,6,Operations,101,142
10521,37,IT,102,20
10522,14,HR,80,105
10523,2,IT,43,75
10524,23,Sales,66,16
10525,14,Sales,116,144
10526,17,Operations,107,115
10527,35,Support,113,83
10528,20,Sales,24,77
10529,25,Sales,139,56
10530,21,IT,39,80
10531,33,Support,52,28
10532,32,Sales,98,94
10533,48,Operations,28,51
10534,25,HR,39,33
10535,8,Finance,32,109
10536,41,Operations,126,50
10537,1,Sales,20,42
10538,41,Support,105,66
10539,13,Sales,101,109
10540,28,Operations,124,127
10541,15,Finance,26,66
10542,34,Support,26,11
10543,12,Support,35,130
10544,6,Finance,145,13
10545,38,IT,67,16
10546,15,Sales,43,139
10547,17,IT,122,145
10548,23,Sales,126,101
10549,26,Operations,141,79
10550,7,HR,136,18
10551,45,Finance,149,143
10552,37,IT,41,75
10553,18,Sales,47,17
10554,10,HR,64,59
10555,5,HR,80,122
10556,3,Support,87,121
10557,25,Operations,131,68
10558,17,Finance,122,130
10559,49,HR,127,102
10560,49,Sales,142,38
10561,40,Sales,112,18
10562,29,HR,137,91
10563,38,Operations,57,134
10564,3,Finance,109,131
10565,2,IT,82,24
10566,17,Support,44,32
10567,4,Finance,19,139
10568,20,Operations,10,73
10569,39,Support,47,52
10570,18,IT,92,78
10571,28,IT,91,60
10572,45,Sales,74,76
10573,22,Sales,142,72
10574,12,Support,100,84
10575,1,Sales,97,141
10576,29,HR,77,54
10577,46,IT,111,78
10578,9,Sales,90,85
10579,29,IT,80,124
10580,32,HR,27,76
10581,4,HR,140,59
10582,33,Finance,66,84
10583,7,Sales,25,39
10584,35,IT,104,141
10585,10,Operations,110,28
10586,24,Sales,111,41
10587,28,Finance,95,122
10588,43,Operations,21,13
10589,32,Support,93,142
10590,7,Operations,41,58
10591,18,HR,139,83
10592,37,Sales,117,12
10593,1,Support,60,93
10594,17,Operations,132,78
10595,36,Support,130,33
10596,11,Operations,110,83
10597,49,Support,110,134
10598,36,Operations,131,22
10599,30,Operations,115,97
10600,36,Sales,114,98
10601,13,Support,14,82
10602,43,Sales,67,131
10603,10,HR,22,102
10604,34,Finance,134,63
10605,18,Sales,132,77
10606,11,Finance,63,132
10607,42,IT,143,86
10608,33,IT,24,143
10609,4,IT,93,54
10610,30,Operations,18,110
10611,14,Sales,96,98
10612,4,Sales,138,104
10613,21,HR,62,124
10614,37,Finance,68,26
10615,18,Sales,134,102
10616,35,Finance,92,89
